Product Link,Product Name,Selling Price,Price Before Discount,DiscountPercentage,Bundle Offer,Free Shipping,Shipping Price,Quantity Sold,Brand of Product,Overall Product Rating,Rating with Photo,Rating with comments,Amount in Wishlist,Store Name,Store Rating,No. of Products sold by store,Store Response Rate,Store Time taken to respond,Store Joined time,Store Follower Count
/slippers-men-indoor-couple-home-non-slip-soft-bottom-bath-bathroom-slippers-i.162578781.2541881406,slippers men indoor couple home non-slip soft bottom bath bathroom slippers,$9.01 - $9.15,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,pnd6.sip.sg,0,63,57%,within hours,2 months ago,0
/korean-cotton-slippers-men-and-women-home-couple-indoor-i.159397271.2794610222,korean cotton slippers men and women home couple indoor,$11.01 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/Men-Women-Cute-Cartoon-Bear-Claws-Shape-Plush-Soft-Slippers-Warm-Shoes-Non-slip-i.72368689.2784401304, PreferredMen Women Cute Cartoon Bear Claws Shape Plush Soft Slippers Warm Shoes Non-slip,$7.77 - $9.15,$11.38 - $12.97,32% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,watefun.sg,483,4034,98%,within hours,15 months ago,83
/home-bathroom-fish-plastic-slippers-summer-men-women-couple-slippers-i.163524040.2553350052,home bathroom fish plastic slippers summer men women couple slippers,$4.11 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,eoa7.sip.sg,0,74,0%,within hours,59 days ago,0
/2019-summer-new-leaves-printed-cool-slippers-men-and-women-korean-casual-sandals-i.159397271.2794739186,2019 summer new leaves printed cool slippers men and women korean casual sandals,$14.12 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/men-and-women-massage-slippers-foot-pedicure-acupoint-cool-slippers-i.159397271.2793172572,men and women massage slippers foot pedicure acupoint cool slippers,$10.32 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/summer-home-cool-slippers-men-and-women-bathroom-slippers-i.159397271.2791994733,summer home cool slippers men and women bathroom slippers,$9.29 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/slippers-men-couple-indoor-home-bathroom-bath-non-slip-soft-bottom-i.159397271.2793528657,slippers men couple indoor home bathroom bath non-slip soft bottom,$12.36 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/non-slip-sandals-men-and-women-couple-slippers-i.162583689.2568993634,non-slip sandals men and women couple slippers,$18.22 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,ddwf.sip.sg,1,722,57%,within hours,2 months ago,0
/japanese-men-and-women-summer-indoor-plastic-slippers-bathroom-non-slip-shoes-i.162182000.2678496213,japanese men and women summer indoor plastic slippers bathroom non-slip shoes,$22.54 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,v2uz.sip.sg,0,876,57%,within hours,2 months ago,1
/2019-new-home-slippers-female-couple-men-indoor-slippers-home-non-slip-bathroom-i.162307152.2612285181,2019 new home slippers female couple men indoor slippers home non-slip bathroom ,$12.53 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,cstx.sip.sg,0,145,57%,within hours,2 months ago,0
/men-and-women-type-cool-half-slippers-female-i.173323954.2748712679,men and women type cool half slippers female,$12.87 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,zff520520.sg,0,180,57%,within hours,19 days ago,0
/ins-zoomable-social-men-and-women-couple-slippers-net-red-personality-creative-s-i.159397271.2793391351,ins zoomable social men and women couple slippers net red personality creative s,$11.38 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/half-slippers-men-and-women-slippers-word-drag-sandals-non-slip-i.162821014.2564669701,half slippers men and women slippers word drag sandals non-slip,$20.60 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,pjh3.sip.sg,0,92,100%,within hours,2 months ago,0
/tfCouple-slippers-female-summer-wear-cute-students-seaside-holiday-beach-sandals-and-slippers-men-i.105117448.2630258607,tfCouple slippers female summer wear cute students seaside holiday beach sandals and slippers men,$9.95 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,taiyi003.sg,5,2939,95%,within hours,10 months ago,12
/Women-Men-Unisex-Slippers-Shoes-Autumn-Winter-New-Slip-on-Plush-Warm-Fashion-i.27996819.2702232561,Women/Men Unisex Slippers Shoes Autumn Winter New Slip-on Plush Warm Fashion,$8.41 ,$17.54 ,52% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,1,OEM,No Ratings Yet,0,0,0,fstylefang.sg,2277,2951,96%,within hours,26 months ago,753
/new-arrival-men-and-women-washable-floor-linen-slippers-i.163134373.2812209108,new arrival men and women washable floor linen slippers,$12.09 - $13.93,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,cobj.sip.sg,0,879,57%,within hours,2 months ago,0
/pinstripe-linen-slippers-spring-and-autumn-home-men-and-women-couple-i.163530967.2584410619,pinstripe linen slippers spring and autumn home men and women couple,$8.45 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,dto3.sip.sg,0,52,57%,within hours,59 days ago,0
/Women-Men-Funny-Slipper-Washable-Shoes-Cover-Floor-Cleaning-Bedroom-Sock-Mop-Dust-Cleaner-House-i.98529535.2741438051,Women Men Funny Slipper Washable Shoes Cover Floor Cleaning Bedroom Sock Mop Dust Cleaner House,$6.00 - $11.45,$11.45 ,48% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,likeyou.sg,220,4420,80%,within hours,11 months ago,21
/Home-slippers-shower-leaking-men-and-women-soft-bottom-anti-skid-couple-bathr-i.130107642.1984015276,Home slippers shower leaking men and women soft bottom anti-skid couple bathr,$5.44 ,$8.00 ,32% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,2,No Brand,No Ratings Yet,0,0,1,sistery.sg,9,768,37%,within hours,6 months ago,5
/enjoy-life-men-women-cool-slippers-indoor-thick-bottom-non-slip-soft-bottom-i.163110375.2612154388,enjoy life men women cool slippers indoor thick bottom non-slip soft bottom,$26.55 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,dm5r.sip.sg,0,983,88%,within days,2 months ago,0
/big-mouth-monkey-couple-slippers-home-indoor-home-men-bathroom-non-slip-i.159397271.2792997904,big mouth monkey couple slippers home indoor home men bathroom non-slip,$14.73 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/summer-plastic-slippers-men-and-women-bathroom-anti-slip-i.163288496.2551291432,summer plastic slippers men and women bathroom anti-slip,$14.19 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,q17r.sip.sg,0,69,57%,within hours,60 days ago,1
/Women-Men-Washable-Sock-Mop-Slipper-Novelty-Funny-House-Bedroom-Floor-Cleaning-Dust-Cleaner-Shoes-Cover-i.90336011.2719243818,Women Men Washable Sock Mop Slipper Novelty Funny House Bedroom Floor Cleaning Dust Cleaner Shoes Cover,$6.19 - $6.28,$8.96 ,31% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,withyous.sg,690,2761,85%,within hours,12 months ago,71
/slippers-men-indoor-couple-home-non-slip-soft-bottom-bath-bathroom-slippers-i.173266858.2741418830,slippers men indoor couple home non-slip soft bottom bath bathroom slippers,$9.38 ,$12.60 ,26% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,alisi520.sg,1,110,0%,within hours,20 days ago,1
/Women-Men-Sock-Slipper-Dust-Cleaner-Bedroom-Washable-Mop-Novelty-Floor-Cleaning-House-Shoes-Cover-Funny-i.130920249.2773693440, PreferredWomen Men Sock Slipper Dust Cleaner Bedroom Washable Mop Novelty Floor Cleaning House Shoes Cover Funny,$6.14 - $6.19,$13.28 ,54% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,lizhi.sg,501,8581,78%,within hours,6 months ago,24
/slippers-men-and-women-indoor-lovers-non-slip-flat-casual-soft-bottom-i.173313907.2744955046,slippers men and women indoor lovers non-slip flat casual soft bottom,$11.33 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,xjxxystnyfz.sg,0,139,57%,within hours,19 days ago,0
/slippers-men-and-women-couples-home-bathroom-thick-bottom-non-slip-i.159397271.2794807233,slippers men and women couples home bathroom thick bottom non-slip,$10.72 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wtpz.sip.sg,8,1008,77%,within hours,2 months ago,3
/summer-men-and-women-cool-slippers-eva-bathroom-non-slip-indoor-slippers-i.162578781.2541881437,summer men and women cool slippers eva bathroom non-slip indoor slippers,$8.18 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,pnd6.sip.sg,0,63,57%,within hours,2 months ago,0
/Original-Fila-Slip-Drifter-Men-Women-Couple-Fila-Slipper-San-i.112814308.1753366572,Original Fila Slip Drifter Men/Women/Couple Fila Slipper San,$50.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,1,No brand,No Ratings Yet,0,0,9,361dusss.sg,25,445,85%,within hours,9 months ago,413
/Home-slippers-women-sandals-and-slippers-men-eva-plastic-indoor-bathroom-slippers-i.71060222.2615881533, PreferredHome slippers women sandals and slippers men eva plastic indoor bathroom slippers,$3.80 - $4.70,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,nicee_tech.sg,41,530,92%,within hours,16 months ago,127
/summer-men-and-women-adult-soft-cool-slippers-i.163326671.2761030486,summer men and women adult soft cool slippers,$9.65 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,fonu.sip.sg,0,553,57%,within hours,60 days ago,0
/home-department-wholesale~sole-black-soft-bottom-men-women-cool-slippers-i.162829524.2564604085,home department wholesale~sole black soft bottom men women cool slippers,$8.83 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,1,fblo.sip.sg,0,1290,100%,within hours,2 months ago,0
/mit-new-3-colors-wear-buckle-belt-men-and-women-birken-ken-slippers-i.163101413.2570172455,mit new 3 colors wear buckle belt men and women birken ken slippers,$16.59 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,wpyb.sip.sg,0,182,57%,within hours,2 months ago,0
/bathroom-slippers-home-and-men-and-women-couple-slippers-i.163536352.2542893668,bathroom slippers home and men and women couple slippers,$6.24 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,gsau.sip.sg,0,42,57%,within hours,59 days ago,0
/slippers-men-and-women-summer-korean-students-cool-slippers-i.173260600.2741177859,slippers men and women summer korean students cool slippers,$15.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,lncxkj.sg,1,99,0%,within hours,20 days ago,0
/Women-Men-Slipper-House-Novelty-Funny-Floor-Cleaning-Dust-Cleaner-Mop-Bedroom-Sock-Washable-Shoes-Cover-i.91087848.2784620439, PreferredWomen Men Slipper House Novelty Funny Floor Cleaning Dust Cleaner Mop Bedroom Sock Washable Shoes Cover,$5.91 ,$11.07 ,47% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,bookmarkss.sg,571,7904,99%,within hours,12 months ago,43
/wewewe-20183-home-japanese-summer-indoor-linen-slippers-men-women-couple-i.162292207.2598903970,wewewe 20183 home japanese summer indoor linen slippers men women couple,$14.81 - $16.46,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,j6bv.sip.sg,0,1096,100%,within hours,2 months ago,1
/Women-Men-Novelty-House-Mop-Funny-Slipper-Dust-Cleaner-Floor-Cleaning-Washable-Sock-Bedroom-Shoes-Cover-i.72368583.2783963785, PreferredWomen Men Novelty House Mop Funny Slipper Dust Cleaner Floor Cleaning Washable Sock Bedroom Shoes Cover,$5.89 - $5.98,$8.96 ,34% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,faddare.sg,1639,5788,100%,within hours,15 months ago,263
/Women-Men-Slippers-Slip-on-Casual-Breathable-Comfy-Open-Toes-Home-Indoor-Women-Beach-Men-Pool-Unisex-Spa-Adult-i.27996819.2702146142,Women Men Slippers Slip on Casual Breathable Comfy Open Toes Home Indoor Women Beach Men Pool Unisex Spa Adult,$3.21 - $3.30,$6.69 - $6.88,52% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,OEM,No Ratings Yet,0,0,0,fstylefang.sg,2277,2951,96%,within hours,26 months ago,753
/linen-slippers-men-and-women-cool-slippers-home-slippers-i.162551799.2560197202,linen slippers men and women cool slippers home slippers,$11.21 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,rxwr.sip.sg,0,65,57%,within hours,2 months ago,0
/slippers-men-indoor-couple-home-non-slip-soft-bottom-bath-bathroom-i.163483543.2562512106,slippers men indoor couple home non-slip soft bottom bath bathroom,$5.24 - $5.34,$10.09 - $10.35,48% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,ym51.sip.sg,4,323,92%,within hours,59 days ago,1
/men-and-women-eva-slippers-couple-home-beach-sandals-i.163494409.2587676751,men and women eva slippers couple home beach sandals,$5.20 ,$7.04 ,26% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,yvgb.sip.sg,0,231,57%,within hours,59 days ago,0
/fashion-men-and-women-home-indoor-outdoor-wear-slippers-i.163482960.2570654516,fashion men and women home indoor outdoor wear slippers,$13.42 ,$15.62 ,14% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,gsme.sip.sg,1,189,57%,within hours,59 days ago,0
/slippers-female-summer-ins-home-non-slip-men-wear-soft-bottom-i.163491012.2563615340,slippers female summer ins home non-slip men wear soft bottom,$14.25 ,$15.54 ,8% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,ax0m.sip.sg,0,869,84%,within hours,59 days ago,0
/bathroom-non-slip-bath-slippers-summer-men-and-women-home-soft-bottom-shoes-i.163097022.2565152049,bathroom non-slip bath slippers summer men and women home soft bottom shoes,$8.62 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,h22a.sip.sg,0,691,100%,within hours,2 months ago,0
/home-linen-slippers-men-and-women-home-indoor-non-slip-soft-bottom-i.163501450.2577550900,home linen slippers men and women home indoor non-slip soft bottom,$11.88 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,pi83.sip.sg,0,834,57%,within hours,59 days ago,0
/slippers-female-indoor-men-bathroom-wood-floor-home-i.163319369.2572006265,slippers female indoor men bathroom wood floor home,$17.42 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,j4k0.sip.sg,0,1960,57%,within hours,60 days ago,0
/summer-men-and-women-indoor-home-floor-cool-slippers-non-slip-slippers-i.162307192.2641950819,summer men and women indoor home floor cool slippers non-slip slippers,$10.40 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,bih7.sip.sg,0,603,61%,within hours,2 months ago,0
/jordan-slippers-thick-bottom-slippers-pink-white-navy-lines-men-and-women-cool-s-i.163100335.2823877824,jordan slippers thick bottom slippers pink white navy lines men and women cool s,$63.01 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,blsy.sip.sg,0,388,100%,within hours,2 months ago,1
/1-Pair-Cartoon-Winter-Slipper-Men-Women-Warm-Shoes-Non-slip-Slippers-Couple-Flat-i.12500801.734143793,1 Pair Cartoon Winter Slipper Men Women Warm Shoes Non-slip Slippers Couple Flat,$8.85 ,$15.25 ,42% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,3,No brand,5,3,3,1,apple88.sg,567,1956,95%,within hours,34 months ago,78
/Birkenstock-Men-Women-Slippers-Two-Buckle-Black-Matte-Slippers-Sandals-i.170051111.2655701343,Birkenstock Men Women Slippers Two Buckle Black Matte Slippers Sandals,$46.50 ,$93.00 ,50% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,Birkenstock,No Ratings Yet,0,0,0,jinleis.sg,0,982,57%,within hours,33 days ago,1
/summer-cool-slippers-indoor-home-bathroom-men-and-women-shoes-i.168828656.2746976273,summer cool slippers indoor home bathroom men and women shoes,$8.96 - $9.19,$9.05 - $9.87,7% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,uleader.sg,0,124,57%,within hours,38 days ago,0
/slippers-men-and-women-home-indoor-non-slip-couple-slippers-i.163143032.2606199606,slippers men and women home indoor non-slip couple slippers,$10.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,liry.sip.sg,0,688,57%,within hours,2 months ago,0
/enjoy-life-men-cotton-slippers-female-indoor-pack-with-warm-cotton-shoes-i.163110375.2612180550,enjoy life men cotton slippers female indoor pack with warm cotton shoes,$22.09 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,dm5r.sip.sg,0,983,88%,within days,2 months ago,0
/bathroom-bath-non-slip-men-and-women-indoor-thick-bottom-slippers-i.173319370.2750543081,bathroom bath non-slip men and women indoor thick bottom slippers,$12.11 - $12.53,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,shanghetiandepartmentstor.sg,0,105,57%,within hours,19 days ago,0
/bathroom-slippers-home-and-men-and-women-lovers-bath-non-slip-massage-i.163132080.2570272406,bathroom slippers home and men and women lovers bath non-slip massage,$7.55 ,$11.13 ,32% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,lanb.sip.sg,0,157,25%,within hours,2 months ago,0
/OriginalOfferOriginal-FILA-Slip-Drifter-men-women-couple-FILA-slipper-sandal-slide-i.177429062.2823743734,OriginalOfferOriginal FILA Slip Drifter men/women/couple FILA slipper sandal slide,$83.00 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,FILA,No Ratings Yet,0,0,0,linrui.sg,0,392,57%,within hours,7 days ago,0
/Women-Men-Winter-Drawstring-Slippers-Warm-Flat-Shoes-Skidproof-Home-Bootie-i.140392661.2545639797,Women Men Winter Drawstring Slippers Warm Flat Shoes Skidproof Home Bootie,$6.64 ,$11.07 ,40% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,lovoski1.sg,20,1446,81%,within hours,5 months ago,89
/Men-Women-Winter-Shark-Slippers-Crocodile-Shoes-Floor-Plush-Slippers-Warm-Home-good-quality-i.42535292.1049311844, PreferredMen Women Winter Shark Slippers Crocodile Shoes Floor Plush Slippers Warm Home  good quality,$10.87 - $11.30,$14.50 - $15.07,25% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,1,No Brand,5,1,1,1,2fire.sg,577,3274,82%,within hours,22 months ago,651
/summer-temperament-men-and-women-lovers-sandals-simple-slippers-i.163149918.2576500408,summer temperament men and women lovers sandals simple slippers,$19.68 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,vvig.sip.sg,1,619,100%,within hours,2 months ago,0
/slippers-summer-men-and-women-simple-home-bathroom-i.162815322.2546782194,slippers summer men and women simple home bathroom,$8.85 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,gi9e.sip.sg,0,841,100%,within hours,2 months ago,0
/slippers-men-indoor-couple-home-non-slip-soft-bottom-bath-bathroom-slippers-i.163294520.2593108416,slippers men indoor couple home non-slip soft bottom bath bathroom slippers,$9.34 - $9.57,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,bhpp.sip.sg,0,770,100%,within hours,60 days ago,0
/Birkenstock-Men-Women-Slippers-Two-Buckle-Black-Matte-Slippers-Sandals-i.170300954.2666634188,Birkenstock Men Women Slippers Two Buckle Black Matte Slippers Sandals,$49.00 ,$98.00 ,50% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,Birkenstock,No Ratings Yet,0,0,0,xiassd.sg,0,990,57%,within hours,32 days ago,1
/cool-slippers-men-women-summer-bathroom-non-slip-couple-bath-i.162583983.2688048143,cool slippers men women summer bathroom non-slip couple bath,$4.56 - $4.83,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,k02f.sip.sg,0,738,100%,within hours,2 months ago,0
/Birkenstock-Men-Women-Slippers-Two-Buckle-Black-Matte-Slippers-Sandals-i.170053176.2676277684,Birkenstock Men Women Slippers Two Buckle Black Matte Slippers Sandals,$38.00 ,No Discount,No Discount,Any 2 at $75.00,Free shipping for orders over $20,$0.00 ,0,Birkenstock,No Ratings Yet,0,0,0,lixsa.sg,2,797,100%,within hours,33 days ago,4
/spot-men-and-women-couple-indoor-floor-plush-warm-cotton-slippers-i.160384743.2680782792,spot men and women couple indoor floor plush warm cotton slippers,$12.53 ,$15.01 ,17% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,hzkh.sip.sg,1,140,57%,within hours,2 months ago,0
/2019-summer-new-slippers-indoor-home-cool-slippers-fashion-men-and-women-i.162820928.2590267879,2019 summer new slippers indoor home cool slippers fashion men and women,$11.50 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,l2m2.sip.sg,0,3163,100%,within hours,2 months ago,0
/home-cool-slippers-men-and-women-straw-bamboo-rattan-indoor-i.160384743.2588210138,home cool slippers men and women straw bamboo rattan indoor,$8.10 ,$10.30 ,21% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,hzkh.sip.sg,1,140,57%,within hours,2 months ago,0
/Lazy-man-Baotou-half-slippers-2019-summer-new-flat-bottom-wear-women's-shoes-net-i.106755264.2558313480,Lazy man Baotou half slippers 2019 summer new flat bottom wear women's shoes net,$14.99 ,No Discount,No Discount,No Bundles Avaliable,No Free Shipping,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,jingran1.sg,5,2107,100%,within hours,10 months ago,7
/enjoy-life-men-cool-slippers-women-non-slip-soft-bottom-bathroom-i.163110375.2612099669,enjoy life men cool slippers women non-slip soft bottom bathroom,$17.49 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,dm5r.sip.sg,0,983,88%,within days,2 months ago,0
/Couple-Men-Winter-Home-Slippers-Keep-Warm-Non-slip-Indoors-Bedroom-Floor-Shoes-i.131113017.2535930548,Couple Men Winter Home Slippers Keep Warm Non-slip Indoors Bedroom Floor Shoes,$10.22 ,$20.44 ,50% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,libertybubble.sg,180,4357,78%,within hours,6 months ago,85
/home-cool-slippers-female-indoor-men-couple-i.162584321.2572056978,home cool slippers female indoor men couple,$14.27 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,dqeg.sip.sg,0,955,57%,within hours,2 months ago,0
/Men-Women's-Soft-Long-Plush-Solid-Foam-Silent-Soles-Winter-Non-slip-Indoor-Slippers-i.99893337.2679257629, PreferredMen Women's Soft Long Plush Solid Foam Silent Soles Winter Non-slip Indoor Slippers,$2.95 - $3.25,$5.80 ,49% off,No Bundles Avaliable,Free shipping for orders over $20,$0.00 - $1.00,0,No Brand,No Ratings Yet,0,0,0,crazybuysz.sg,233,2727,88%,within hours,11 months ago,108
/Birkenstock-Two-Buckled-Dark-Brown-Color-Leather-Men-Women-Casual-Slippers-i.170053176.2676277631,Birkenstock Two Buckled Dark Brown Color Leather Men Women Casual Slippers,$38.00 ,No Discount,No Discount,Any 2 at $75.00,Free shipping for orders over $20,$0.00 ,0,Birkenstock,No Ratings Yet,0,0,0,lixsa.sg,2,797,100%,within hours,33 days ago,4
/men-autumn-winter-cute-cartoon-home-couple-cotton-slippers-i.154429133.2819248663,men autumn winter cute cartoon home couple cotton slippers,$20.47 ,No Discount,No Discount,No Bundles Avaliable,Free shipping for orders over $20,$0.00 ,0,No Brand,No Ratings Yet,0,0,0,yvfl.sip.sg,0,865,84%,within days,3 months ago,1
